TIME_PERIOD;MEDIDAS;TERRITORIO;ACTIVIDAD_ECONOMICA;OBSERVACIONES
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades asociativas;35
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Fabricación de material y equipo eléctrico;0
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";9
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de organizaciones y organismos extraterritoriales;0
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Reparación e instalación de maquinaria y equipo;10
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Suministro de energía eléctrica, gas, vapor y aire acondicionado;5
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";73
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Actividades de alquiler;76
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Otros servicios personales;204
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Pesca y acuicultura;41
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;Transporte marítimo y por vías navegables interiores;20
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";9
03/2012;Empresa inscrita en la Seguridad Social;Lanzarote;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";37
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de vehículos de motor, remolques y semirremolques;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Almacenamiento y actividades anexas al transporte;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Servicios;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Agricultura, ganadería, silvicultura y pesca;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Administración pública y defensa; seguridad social obligatoria";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Captación, depuración y distribución de agua;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Servicios financieros, excepto seguros y fondos de pensiones;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Industria;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades auxiliares a los servicios financieros y a los seguros;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Silvicultura y explotación forestal;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Industria del papel;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de otros productos minerales no metálicos;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades relacionadas con el empleo;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades sanitarias;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Industria de la alimentación, bebidas y tabaco;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de maquinaria y equipo n.c.o.p.;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Comercio al por menor, excepto de vehículos de motor y motocicletas;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Reparación de ordenadores, efectos personales y artículos de uso doméstico;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Transporte aéreo;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Telecomunicaciones;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de otro material de transporte;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Edición;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Investigación y desarrollo;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Coquerías y refino de petróleo;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Agricultura, ganadería, caza y servicios relacionados con las mismas;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades postales y de correos;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades inmobiliarias;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Transporte terrestre y por tubería;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Industrias extractivas;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos farmacéuticos;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Construcción;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Industria química;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Construcción;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos metálicos, excepto maquinaria y equipo;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Hostelería;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Artes gráficas y reproducción de soportes grabados;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de servicios sociales;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos informáticos, electrónicos y ópticos;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Total;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Educación;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Venta y reparación de vehículos de motor y motocicletas;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades deportivas, recreativas y de entretenimiento;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de productos de caucho y plásticos;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Fabricación de muebles; otras industrias manufactureras";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Publicidad y estudios de mercado;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades asociativas;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Fabricación de material y equipo eléctrico;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de organizaciones y organismos extraterritoriales;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Reparación e instalación de maquinaria y equipo;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Suministro de energía eléctrica, gas, vapor y aire acondicionado;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Actividades de alquiler;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Otros servicios personales;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Pesca y acuicultura;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;Transporte marítimo y por vías navegables interiores;
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";
03/2012;Empresa inscrita en la Seguridad Social;No aplicable;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de vehículos de motor, remolques y semirremolques;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Almacenamiento y actividades anexas al transporte;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Servicios;2
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Agricultura, ganadería, silvicultura y pesca;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Administración pública y defensa; seguridad social obligatoria";0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Captación, depuración y distribución de agua;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Servicios financieros, excepto seguros y fondos de pensiones;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria;1
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades auxiliares a los servicios financieros y a los seguros;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Silvicultura y explotación forestal;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria del papel;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de otros productos minerales no metálicos;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades relacionadas con el empleo;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades sanitarias;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria de la alimentación, bebidas y tabaco;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de maquinaria y equipo n.c.o.p.;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Comercio al por menor, excepto de vehículos de motor y motocicletas;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Reparación de ordenadores, efectos personales y artículos de uso doméstico;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Transporte aéreo;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Telecomunicaciones;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Fabricación de otro material de transporte;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Edición;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Investigación y desarrollo;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Coquerías y refino de petróleo;0
03/2012;Empresa inscrita en la Seguridad Social;Resto de Canarias;Agricultura, ganadería, caza y servicios relacionados con las mismas;0
